video_id,titulo,video_duration_s,category,que_pasa,total_views,total_likes,like_rate,total_comments,comment_rate,suscriptores_ganados,subscription_rate,avg_watch_percent,avg_watch_time_s,veces_recomendado,total_clics,click_through_rate
1837,,946,Gaming,,15,7,0.4667,2,0.1333,1,0.0667,0.8696,1058.13,5,4,0.8
1838,,2737,Music,,25,8,0.32,3,0.12,0,0.0,0.774,1221.0,11,8,0.7273
1839,,3029,Comedy,,25,10,0.4,1,0.04,1,0.04,0.8992,1243.16,7,10,1.4286
1840,,1898,Education,,28,10,0.3571,0,0.0,2,0.0714,0.7449,1419.32,15,8,0.5333
1841,,1602,Gaming,,13,4,0.3077,2,0.1538,0,0.0,0.6508,1233.62,0,4,0.0
1842,,400,Gaming,,23,6,0.2609,2,0.087,0,0.0,0.7874,1222.87,10,6,0.6
1843,,380,Sports,,27,8,0.2963,6,0.2222,1,0.037,0.7112,1189.59,15,13,0.8667
1844,,3061,Music,,16,1,0.0625,0,0.0,0,0.0,0.9198,996.31,5,7,1.4
1845,,1447,Sports,,23,4,0.1739,2,0.087,0,0.0,0.9172,1502.48,12,8,0.6667
1846,,3206,Sports,,24,10,0.4167,2,0.0833,4,0.1667,0.7687,1295.46,5,6,1.2
1847,,1816,Comedy,,15,2,0.1333,2,0.1333,0,0.0,0.7805,1336.4,6,6,1.0
1848,,1151,Lifestyle,,26,1,0.0385,2,0.0769,2,0.0769,0.7375,1293.0,12,6,0.5
1849,,3281,Education,,20,5,0.25,3,0.15,1,0.05,inf,1720.35,5,8,1.6
1850,,661,News,,28,10,0.3571,1,0.0357,1,0.0357,0.7974,962.64,13,11,0.8462
1851,,3163,Education,,22,3,0.1364,2,0.0909,1,0.0455,0.788,1263.73,9,4,0.4444
1852,,908,Sports,,23,9,0.3913,4,0.1739,2,0.087,0.8606,1258.83,7,8,1.1429
1853,,1106,Comedy,,12,3,0.25,1,0.0833,1,0.0833,0.821,1455.33,4,4,1.0
1854,,172,Comedy,,16,4,0.25,3,0.1875,0,0.0,0.8523,1413.88,8,6,0.75
1855,,2256,Lifestyle,,17,6,0.3529,3,0.1765,2,0.1176,0.6759,1127.65,8,1,0.125
1856,,3253,Comedy,,15,9,0.6,1,0.0667,2,0.1333,0.6941,1685.27,3,4,1.3333
1857,,1561,Gaming,,31,8,0.2581,1,0.0323,1,0.0323,0.7176,1250.26,11,13,1.1818
1858,,2932,Education,,19,5,0.2632,2,0.1053,3,0.1579,0.7457,1239.16,6,2,0.3333
1859,,489,Comedy,,21,5,0.2381,1,0.0476,3,0.1429,0.7501,1096.29,10,4,0.4
1860,,838,Music,,20,5,0.25,0,0.0,1,0.05,0.8405,1445.05,10,5,0.5
1861,,808,Education,,16,5,0.3125,3,0.1875,0,0.0,2.1247,1542.19,7,5,0.7143
1862,,1768,Sports,,27,11,0.4074,3,0.1111,1,0.037,0.7641,1149.3,10,10,1.0
1863,,2785,Tech,,23,8,0.3478,1,0.0435,3,0.1304,0.7036,1278.09,13,5,0.3846
1864,,1669,Lifestyle,,20,7,0.35,2,0.1,0,0.0,0.7652,1552.55,7,6,0.8571
1865,,224,Lifestyle,,21,7,0.3333,5,0.2381,1,0.0476,inf,1107.71,7,7,1.0
1866,,441,Sports,,22,5,0.2273,0,0.0,3,0.1364,0.816,1297.05,9,9,1.0
1867,,2532,Sports,,18,4,0.2222,0,0.0,1,0.0556,0.6415,1123.89,9,5,0.5556
1868,,106,Comedy,,18,9,0.5,3,0.1667,2,0.1111,0.8054,1161.33,6,3,0.5
1869,,3109,Education,,25,6,0.24,2,0.08,0,0.0,0.6916,1211.96,10,9,0.9
1870,,1210,Lifestyle,,16,5,0.3125,0,0.0,0,0.0,0.8743,1241.06,11,5,0.4545
1871,,132,News,,15,6,0.4,2,0.1333,0,0.0,0.7769,1240.6,9,4,0.4444
1872,,1626,Music,,12,3,0.25,1,0.0833,2,0.1667,0.7077,1130.08,4,5,1.25
1873,,2159,Comedy,,17,5,0.2941,1,0.0588,3,0.1765,1.0376,1942.18,3,3,1.0
1874,,479,Music,,20,4,0.2,2,0.1,1,0.05,0.7195,1057.3,9,5,0.5556
1875,,1514,Sports,,20,8,0.4,2,0.1,1,0.05,0.7411,932.6,8,4,0.5
1876,,2458,News,,14,3,0.2143,1,0.0714,1,0.0714,0.7652,1192.93,5,5,1.0
1877,,3595,Comedy,,15,6,0.4,2,0.1333,0,0.0,0.7586,1279.07,6,3,0.5
1878,,1928,News,,18,8,0.4444,3,0.1667,0,0.0,0.8403,1670.17,5,3,0.6
1879,,2933,Gaming,,22,8,0.3636,2,0.0909,2,0.0909,0.7653,1435.0,9,7,0.7778
1880,,1226,Gaming,,24,6,0.25,3,0.125,2,0.0833,0.8258,1123.88,9,5,0.5556
1881,,2343,Tech,,13,6,0.4615,1,0.0769,1,0.0769,0.7465,1407.0,4,5,1.25
1882,,1664,Sports,,25,6,0.24,2,0.08,3,0.12,0.7744,1051.8,11,2,0.1818
1883,,1883,Education,,15,4,0.2667,0,0.0,0,0.0,0.6855,852.27,5,5,1.0
1884,,2382,Tech,,20,7,0.35,3,0.15,2,0.1,0.8625,1281.5,9,7,0.7778
1885,,672,Comedy,,21,8,0.381,2,0.0952,2,0.0952,0.7625,1129.67,5,6,1.2
1886,,145,Education,,15,6,0.4,2,0.1333,1,0.0667,0.7158,1197.53,6,5,0.8333
1887,,2812,Comedy,,25,7,0.28,4,0.16,3,0.12,1.0996,1652.48,12,7,0.5833
1888,,2081,Education,,16,6,0.375,1,0.0625,0,0.0,0.7301,1440.56,6,5,0.8333
1889,,306,News,,13,2,0.1538,2,0.1538,0,0.0,0.6543,932.23,7,5,0.7143
1890,,1790,Sports,,17,5,0.2941,4,0.2353,1,0.0588,0.7037,833.0,9,5,0.5556
1891,,846,Education,,22,6,0.2727,2,0.0909,2,0.0909,0.7327,1164.5,11,10,0.9091
1892,,1523,Lifestyle,,20,7,0.35,7,0.35,0,0.0,0.7714,955.75,7,4,0.5714
1893,,1389,Tech,,20,7,0.35,1,0.05,3,0.15,0.7603,1254.05,11,5,0.4545
1894,,3526,Music,,21,7,0.3333,1,0.0476,0,0.0,0.6885,1525.48,7,3,0.4286
1895,,1271,Music,,29,8,0.2759,3,0.1034,3,0.1034,0.7662,1213.41,11,4,0.3636
1896,,3101,News,,29,12,0.4138,4,0.1379,2,0.069,0.8087,1171.34,10,8,0.8
1897,,3186,Music,,21,9,0.4286,3,0.1429,3,0.1429,inf,947.62,9,4,0.4444
1898,,194,Lifestyle,,16,5,0.3125,1,0.0625,0,0.0,0.7164,863.62,9,8,0.8889
1899,,1209,Lifestyle,,16,8,0.5,3,0.1875,0,0.0,0.8047,1431.12,5,6,1.2
1900,,1818,Comedy,,20,5,0.25,1,0.05,0,0.0,0.6931,1196.3,7,11,1.5714
1901,,3046,Music,,33,9,0.2727,5,0.1515,3,0.0909,0.7989,1371.76,19,8,0.4211
1902,,482,Music,,18,1,0.0556,2,0.1111,1,0.0556,0.8334,1246.78,8,5,0.625
1903,,1011,Lifestyle,,11,3,0.2727,2,0.1818,0,0.0,0.7738,1254.82,5,6,1.2
1904,,3574,Sports,,17,5,0.2941,1,0.0588,1,0.0588,0.7302,1580.94,9,6,0.6667
1905,,776,Comedy,,23,7,0.3043,0,0.0,1,0.0435,0.6999,1308.04,8,6,0.75
1906,,3333,Tech,,18,6,0.3333,1,0.0556,1,0.0556,0.8989,1698.89,8,3,0.375
1907,,3178,Gaming,,19,6,0.3158,9,0.4737,1,0.0526,0.6799,1163.47,10,5,0.5
1908,,1625,Lifestyle,,23,6,0.2609,5,0.2174,1,0.0435,0.7594,1031.26,11,6,0.5455
1909,,3476,Lifestyle,,23,7,0.3043,2,0.087,2,0.087,0.6967,1140.0,10,8,0.8
1910,,3010,News,,22,4,0.1818,3,0.1364,0,0.0,0.6583,1095.32,13,7,0.5385
1911,,1192,News,,13,2,0.1538,2,0.1538,0,0.0,0.7591,1043.0,1,5,5.0
1912,,1626,Comedy,,23,8,0.3478,4,0.1739,1,0.0435,0.6855,1098.96,7,9,1.2857
1913,,3407,Comedy,,18,8,0.4444,1,0.0556,0,0.0,0.6612,1190.39,7,3,0.4286
1914,,900,Music,,20,4,0.2,0,0.0,2,0.1,0.722,1053.2,9,7,0.7778
1915,,840,Sports,,28,6,0.2143,3,0.1071,2,0.0714,0.7429,955.21,6,8,1.3333
1916,,2565,Comedy,,24,8,0.3333,1,0.0417,0,0.0,0.6673,1180.38,5,7,1.4
1917,,3341,Sports,,19,10,0.5263,1,0.0526,1,0.0526,0.7528,1312.79,9,5,0.5556
1918,,2444,Lifestyle,,23,7,0.3043,2,0.087,1,0.0435,0.7457,1486.96,13,8,0.6154
1919,,3584,Comedy,,16,3,0.1875,1,0.0625,0,0.0,0.7437,1490.12,10,3,0.3
1920,,2856,Tech,,14,4,0.2857,1,0.0714,0,0.0,0.8112,1368.43,5,5,1.0
1921,,1958,Education,,23,6,0.2609,2,0.087,1,0.0435,0.7258,1085.09,8,11,1.375
1922,,296,Comedy,,26,10,0.3846,2,0.0769,1,0.0385,0.771,1269.96,6,6,1.0
1923,,1366,Lifestyle,,15,6,0.4,2,0.1333,0,0.0,0.9398,1032.8,5,5,1.0
1924,,2189,Tech,,19,7,0.3684,3,0.1579,2,0.1053,0.7122,1353.63,9,7,0.7778
1925,,842,Education,,24,6,0.25,3,0.125,1,0.0417,0.7436,942.62,11,7,0.6364
1926,,471,News,,15,2,0.1333,3,0.2,0,0.0,0.7991,1025.27,8,5,0.625
1927,,1060,Lifestyle,,20,2,0.1,1,0.05,0,0.0,1.3943,1382.0,8,6,0.75
1928,,2057,News,,28,10,0.3571,2,0.0714,3,0.1071,0.6385,1343.46,14,8,0.5714
1929,,3309,Comedy,,22,6,0.2727,3,0.1364,2,0.0909,0.8351,1551.27,9,6,0.6667
1930,,1288,Gaming,,24,7,0.2917,1,0.0417,3,0.125,0.7747,1179.96,6,8,1.3333
1931,,2662,Gaming,,19,5,0.2632,4,0.2105,4,0.2105,0.6551,1117.0,5,4,0.8
1932,,537,Sports,,22,5,0.2273,1,0.0455,1,0.0455,0.7605,1341.82,12,5,0.4167
1933,,2620,Education,,24,4,0.1667,3,0.125,0,0.0,0.731,1379.62,11,8,0.7273
1934,,2957,Sports,,24,7,0.2917,2,0.0833,2,0.0833,0.7172,867.67,11,10,0.9091
1935,,2038,Gaming,,20,8,0.4,3,0.15,1,0.05,0.7663,1448.95,5,5,1.0
1936,,296,News,,31,11,0.3548,3,0.0968,2,0.0645,0.656,1223.26,15,11,0.7333
1937,,803,Gaming,,22,10,0.4545,3,0.1364,4,0.1818,0.7463,1319.18,8,8,1.0
1938,,2756,Lifestyle,,13,3,0.2308,2,0.1538,1,0.0769,0.7861,1577.31,5,2,0.4
1939,,1085,Music,,19,4,0.2105,3,0.1579,2,0.1053,0.7609,1250.58,6,6,1.0
1940,,689,Tech,,13,3,0.2308,0,0.0,0,0.0,0.713,1003.23,6,3,0.5
1941,,3502,Comedy,,23,9,0.3913,3,0.1304,1,0.0435,0.7575,1212.43,6,10,1.6667
1942,,910,Comedy,,15,6,0.4,1,0.0667,0,0.0,0.7651,1323.27,7,4,0.5714
1943,,1147,Education,,25,5,0.2,1,0.04,1,0.04,0.7918,1394.32,9,5,0.5556
1944,,2240,Music,,25,10,0.4,0,0.0,1,0.04,0.6566,1159.6,5,8,1.6
1945,,2201,Tech,,19,7,0.3684,3,0.1579,0,0.0,0.7878,1387.0,7,7,1.0
1946,,596,Gaming,,15,4,0.2667,1,0.0667,2,0.1333,0.7198,1208.6,6,4,0.6667
1947,,2756,Lifestyle,,17,6,0.3529,1,0.0588,0,0.0,0.8611,1321.94,8,6,0.75
1948,,1256,Music,,18,6,0.3333,5,0.2778,1,0.0556,inf,1398.78,10,6,0.6
1949,,3243,Lifestyle,,21,6,0.2857,4,0.1905,1,0.0476,0.7018,966.29,9,6,0.6667
1950,,1432,Comedy,,27,6,0.2222,6,0.2222,1,0.037,0.9314,1490.04,9,7,0.7778
1951,,2278,Sports,,18,6,0.3333,3,0.1667,2,0.1111,0.6417,1123.28,5,8,1.6
1952,,2509,Gaming,,23,8,0.3478,3,0.1304,1,0.0435,inf,1830.61,4,4,1.0
1953,,2239,Lifestyle,,23,5,0.2174,4,0.1739,0,0.0,0.8198,1210.87,10,8,0.8
1954,,1853,Gaming,,15,2,0.1333,3,0.2,1,0.0667,0.7794,1222.47,8,4,0.5
1955,,1960,Gaming,,15,6,0.4,1,0.0667,2,0.1333,0.7665,8145.13,5,4,0.8
1956,,63,Gaming,,19,5,0.2632,0,0.0,1,0.0526,0.7701,1053.84,5,5,1.0
1957,,94,Music,,30,8,0.2667,7,0.2333,3,0.1,0.7054,1179.07,14,11,0.7857
1958,,1977,Music,,30,6,0.2,3,0.1,1,0.0333,0.7455,1221.4,15,11,0.7333
1959,,523,News,,24,7,0.2917,3,0.125,1,0.0417,inf,1644.71,14,8,0.5714
1960,,812,Music,,20,5,0.25,1,0.05,1,0.05,0.5973,778.35,8,4,0.5
1961,,2673,Gaming,,19,4,0.2105,2,0.1053,0,0.0,inf,1258.26,5,8,1.6
1962,,2467,Gaming,,23,7,0.3043,3,0.1304,0,0.0,0.7713,1481.7,12,7,0.5833
1963,,1397,Comedy,,16,4,0.25,1,0.0625,2,0.125,inf,1864.88,4,3,0.75
1964,,66,News,,26,6,0.2308,5,0.1923,1,0.0385,0.8288,1446.23,11,9,0.8182
1965,,926,Gaming,,20,6,0.3,0,0.0,1,0.05,0.7072,912.45,7,6,0.8571
1966,,588,Sports,,32,6,0.1875,0,0.0,3,0.0938,0.7712,1167.66,13,7,0.5385
1967,,1073,Tech,,21,11,0.5238,1,0.0476,0,0.0,0.6612,1041.43,6,9,1.5
1968,,3443,Education,,27,8,0.2963,4,0.1481,2,0.0741,0.6919,1424.26,11,4,0.3636
1969,,1121,Comedy,,16,8,0.5,2,0.125,0,0.0,0.8412,814.0,4,6,1.5
1970,,3306,Music,,15,5,0.3333,1,0.0667,1,0.0667,0.8056,1384.73,10,3,0.3
1971,,1218,Comedy,,27,5,0.1852,1,0.037,4,0.1481,0.8278,1524.19,11,8,0.7273
1972,,179,Education,,24,11,0.4583,5,0.2083,1,0.0417,0.7822,1126.5,11,9,0.8182
1973,,72,Comedy,,15,6,0.4,1,0.0667,0,0.0,0.7537,816.13,5,3,0.6
1974,,2005,Sports,,19,6,0.3158,2,0.1053,2,0.1053,0.6999,1086.11,8,8,1.0
1975,,2455,Comedy,,26,10,0.3846,3,0.1154,2,0.0769,0.6951,1420.5,10,3,0.3
1976,,377,Education,,26,11,0.4231,1,0.0385,1,0.0385,0.798,1323.08,8,9,1.125
1977,,2835,Education,,17,4,0.2353,2,0.1176,2,0.1176,0.7682,1199.59,10,5,0.5
1978,,2021,Music,,15,7,0.4667,2,0.1333,1,0.0667,0.8267,1412.53,10,3,0.3
1979,,3433,Comedy,,21,7,0.3333,3,0.1429,2,0.0952,0.7236,1649.38,7,7,1.0
1980,,147,Gaming,,24,6,0.25,2,0.0833,3,0.125,inf,1361.08,8,6,0.75
1981,,684,Gaming,,25,3,0.12,0,0.0,2,0.08,0.7456,1509.88,12,7,0.5833
1982,,3231,Education,,18,5,0.2778,1,0.0556,1,0.0556,0.8521,1674.44,10,4,0.4
1983,,3084,Education,,21,3,0.1429,4,0.1905,0,0.0,0.6348,1148.1,4,2,0.5
1984,,2301,Gaming,,21,7,0.3333,3,0.1429,0,0.0,0.6382,1064.33,7,4,0.5714
1985,,2814,Education,,27,7,0.2593,2,0.0741,0,0.0,inf,1852.78,10,8,0.8
1986,,2709,Comedy,,16,4,0.25,2,0.125,2,0.125,0.7241,1358.75,7,5,0.7143
1987,,900,Tech,,19,2,0.1053,2,0.1053,0,0.0,0.7089,1202.21,9,6,0.6667
1988,,3141,Comedy,,14,4,0.2857,3,0.2143,2,0.1429,0.6063,813.86,6,5,0.8333
1989,,2224,Gaming,,18,3,0.1667,0,0.0,2,0.1111,0.7925,1340.0,12,3,0.25
1990,,1723,Tech,,21,4,0.1905,2,0.0952,1,0.0476,0.623,1098.48,8,7,0.875
1991,,2227,Education,,18,3,0.1667,2,0.1111,0,0.0,0.7913,1362.11,9,5,0.5556
1992,,2942,Gaming,,14,4,0.2857,1,0.0714,1,0.0714,0.7661,1415.0,6,8,1.3333
1993,,642,Education,,27,9,0.3333,2,0.0741,1,0.037,0.8665,1294.59,15,8,0.5333
1994,,92,Education,,27,6,0.2222,4,0.1481,1,0.037,3.7132,1296.04,11,5,0.4545
1995,,2658,Comedy,,17,7,0.4118,1,0.0588,1,0.0588,0.7855,1858.35,6,7,1.1667
1996,,2159,Music,,17,6,0.3529,3,0.1765,0,0.0,0.8572,1561.76,7,8,1.1429
1997,,1204,News,,17,4,0.2353,1,0.0588,0,0.0,0.7902,1011.47,9,3,0.3333
1998,,1984,News,,21,6,0.2857,4,0.1905,2,0.0952,0.8803,1573.67,5,7,1.4
1999,,1241,Lifestyle,,23,7,0.3043,3,0.1304,0,0.0,0.7444,954.65,5,5,1.0
2000,,1743,Gaming,,22,6,0.2727,3,0.1364,0,0.0,0.8125,1424.23,14,7,0.5
2001,,735,Education,,13,5,0.3846,1,0.0769,3,0.2308,0.7439,927.62,4,3,0.75
2002,,3074,Gaming,,19,7,0.3684,0,0.0,0,0.0,0.6835,1159.37,7,7,1.0
2003,,1562,Lifestyle,,15,5,0.3333,1,0.0667,2,0.1333,0.7059,1210.4,6,1,0.1667
2004,,1363,Gaming,,16,7,0.4375,1,0.0625,1,0.0625,0.6248,1053.5,5,5,1.0
2005,,1227,Lifestyle,,19,6,0.3158,6,0.3158,0,0.0,0.8932,1547.0,5,7,1.4
2006,,1766,Music,,15,8,0.5333,2,0.1333,0,0.0,0.708,1017.6,5,2,0.4
2007,,3550,Comedy,,20,8,0.4,0,0.0,1,0.05,0.7184,1453.0,4,2,0.5
2008,,2581,Education,,24,9,0.375,1,0.0417,3,0.125,0.7016,1248.58,9,6,0.6667
2009,,163,Gaming,,24,6,0.25,1,0.0417,1,0.0417,0.7325,1045.17,6,7,1.1667
2010,,749,Education,,21,9,0.4286,3,0.1429,0,0.0,0.726,826.24,9,7,0.7778
2011,,735,Education,,21,5,0.2381,3,0.1429,2,0.0952,0.7564,1288.67,5,8,1.6
2012,,1943,Gaming,,20,5,0.25,3,0.15,2,0.1,0.5963,1131.8,12,4,0.3333
2013,,1581,Lifestyle,,18,8,0.4444,1,0.0556,1,0.0556,0.6564,1147.83,8,10,1.25
2014,,1129,Gaming,,24,3,0.125,0,0.0,1,0.0417,0.6862,1322.17,12,6,0.5
2015,,1435,Education,,18,4,0.2222,2,0.1111,1,0.0556,0.7143,1134.72,7,5,0.7143
2016,,897,Gaming,,21,3,0.1429,4,0.1905,2,0.0952,0.7477,1421.43,11,4,0.3636
2017,,1518,Comedy,,17,4,0.2353,2,0.1176,1,0.0588,0.8075,1154.24,6,7,1.1667
2018,,1683,Music,,20,8,0.4,5,0.25,1,0.05,0.7924,1157.2,10,10,1.0
2019,,550,Gaming,,16,5,0.3125,1,0.0625,0,0.0,0.8784,1288.75,7,3,0.4286
2020,,3129,Comedy,,19,1,0.0526,0,0.0,2,0.1053,0.6866,942.05,14,6,0.4286
2021,,2074,Sports,,16,6,0.375,0,0.0,0,0.0,0.7523,1190.5,4,1,0.25
2022,,1346,Comedy,,17,2,0.1176,3,0.1765,2,0.1176,0.872,1233.47,8,4,0.5
2023,,3027,Tech,,19,5,0.2632,1,0.0526,1,0.0526,0.7556,1163.21,8,8,1.0
2024,,1609,News,,19,7,0.3684,4,0.2105,2,0.1053,0.6765,989.21,11,10,0.9091
2025,,2748,Tech,,18,3,0.1667,3,0.1667,1,0.0556,0.6327,1298.22,6,3,0.5
2026,,2547,Education,,21,5,0.2381,1,0.0476,0,0.0,0.7374,1312.33,11,6,0.5455
2027,,1200,Education,,26,5,0.1923,2,0.0769,2,0.0769,0.7857,1258.73,9,11,1.2222
2028,,2044,Music,,17,9,0.5294,2,0.1176,0,0.0,0.7732,1118.88,7,5,0.7143
2029,,2412,Comedy,,16,5,0.3125,3,0.1875,1,0.0625,0.603,1210.69,5,5,1.0
2030,,3307,Music,,28,7,0.25,2,0.0714,0,0.0,0.6932,1296.86,10,7,0.7
2031,,2422,Sports,,22,8,0.3636,2,0.0909,3,0.1364,0.6928,1296.73,5,4,0.8
2032,,1864,Comedy,,18,7,0.3889,0,0.0,1,0.0556,0.7551,1254.5,7,5,0.7143
2033,,2987,Music,,19,5,0.2632,2,0.1053,0,0.0,0.5774,1078.11,11,8,0.7273
2034,,3056,Sports,,27,7,0.2593,3,0.1111,2,0.0741,1.0017,1190.74,9,9,1.0
2035,,2014,Music,,23,10,0.4348,3,0.1304,0,0.0,0.8084,1018.96,14,7,0.5
2036,,1083,Gaming,,12,2,0.1667,1,0.0833,0,0.0,0.8122,1367.33,6,5,0.8333
2037,,2646,Lifestyle,,13,2,0.1538,1,0.0769,0,0.0,0.7064,1107.0,6,2,0.3333
2038,,3547,Tech,,19,3,0.1579,3,0.1579,0,0.0,0.7923,883.95,8,6,0.75
2039,,1702,Education,,25,7,0.28,1,0.04,2,0.08,0.7782,1283.48,11,5,0.4545
2040,,229,Comedy,,18,7,0.3889,1,0.0556,2,0.1111,0.6658,903.33,4,5,1.25
2041,,112,Music,,20,6,0.3,1,0.05,2,0.1,0.7768,1319.9,6,3,0.5
2042,,37,Education,,21,11,0.5238,3,0.1429,2,0.0952,0.7483,1179.76,7,5,0.7143
2043,,1618,Sports,,18,2,0.1111,0,0.0,2,0.1111,0.7422,1537.72,9,6,0.6667
2044,,3109,Lifestyle,,24,10,0.4167,5,0.2083,0,0.0,0.6762,1425.83,13,9,0.6923
2045,,622,Tech,,23,5,0.2174,1,0.0435,0,0.0,0.8564,1280.35,10,7,0.7
2046,,3210,News,,17,4,0.2353,1,0.0588,2,0.1176,0.699,1243.82,8,8,1.0
2047,,3184,Lifestyle,,21,9,0.4286,0,0.0,3,0.1429,0.8647,1239.57,6,8,1.3333
2048,,2667,News,,20,5,0.25,6,0.3,2,0.1,0.6833,1213.6,9,3,0.3333
2049,,659,Sports,,15,2,0.1333,3,0.2,0,0.0,0.7192,956.93,5,4,0.8
2050,,2803,Lifestyle,,19,6,0.3158,1,0.0526,1,0.0526,0.7029,1020.0,10,10,1.0
2051,,2068,Tech,,17,5,0.2941,2,0.1176,0,0.0,0.5127,1120.76,10,5,0.5
2052,,1001,Gaming,,19,5,0.2632,1,0.0526,2,0.1053,0.7661,1184.16,9,5,0.5556
2053,,1468,Comedy,,20,6,0.3,0,0.0,2,0.1,0.8772,1431.25,10,10,1.0
2054,,1137,Comedy,,21,3,0.1429,2,0.0952,1,0.0476,0.7432,1028.67,4,8,2.0
2055,,975,Education,,22,9,0.4091,2,0.0909,1,0.0455,0.9045,1720.55,3,11,3.6667
2056,,1799,Lifestyle,,21,8,0.381,4,0.1905,0,0.0,0.7978,1228.14,9,5,0.5556
2057,,2929,Gaming,,18,6,0.3333,3,0.1667,1,0.0556,0.8674,1562.78,10,8,0.8
2058,,2053,Music,,20,10,0.5,5,0.25,0,0.0,0.7365,990.25,9,5,0.5556
2059,,3324,News,,20,6,0.3,2,0.1,0,0.0,0.7182,1721.9,10,5,0.5
2060,,94,Gaming,,15,3,0.2,1,0.0667,1,0.0667,0.824,1354.6,7,7,1.0
2061,,2037,Gaming,,24,14,0.5833,0,0.0,1,0.0417,0.8206,1230.83,11,7,0.6364
2062,,671,Gaming,,21,8,0.381,6,0.2857,2,0.0952,0.6243,974.38,8,3,0.375
2063,,3596,Comedy,,26,11,0.4231,2,0.0769,2,0.0769,0.7345,1252.23,7,9,1.2857
2064,,1073,Gaming,,19,5,0.2632,0,0.0,1,0.0526,0.6484,820.05,7,7,1.0
2065,,684,News,,15,7,0.4667,2,0.1333,0,0.0,0.8887,1884.27,6,4,0.6667
2066,,2203,News,,20,3,0.15,4,0.2,0,0.0,0.8199,1551.9,10,3,0.3
2067,,3307,Sports,,20,7,0.35,3,0.15,2,0.1,0.7337,1179.25,11,6,0.5455
2068,,3146,Education,,26,8,0.3077,4,0.1538,3,0.1154,0.6339,1040.42,9,8,0.8889
2069,,3183,Comedy,,20,7,0.35,2,0.1,3,0.15,0.8979,1312.25,9,6,0.6667
2070,,3303,Music,,13,3,0.2308,2,0.1538,0,0.0,0.7755,1129.31,6,6,1.0
2071,,3169,Comedy,,24,4,0.1667,2,0.0833,1,0.0417,0.6089,1190.33,7,10,1.4286
2072,,3599,Comedy,,16,1,0.0625,1,0.0625,0,0.0,0.7638,1183.5,9,7,0.7778
2073,,250,Comedy,,22,9,0.4091,0,0.0,0,0.0,0.8006,1196.41,6,8,1.3333
2074,,1615,Comedy,,26,6,0.2308,3,0.1154,1,0.0385,0.7003,1101.35,17,8,0.4706
2075,,2089,Gaming,,21,6,0.2857,1,0.0476,2,0.0952,0.8366,1403.57,6,10,1.6667
2076,,2880,Lifestyle,,22,6,0.2727,5,0.2273,3,0.1364,0.7166,1503.32,7,3,0.4286
2077,,2109,News,,16,8,0.5,1,0.0625,0,0.0,0.6957,1357.25,4,3,0.75
2078,,1941,Sports,,22,4,0.1818,1,0.0455,3,0.1364,0.7187,1073.09,5,6,1.2
2079,,594,Comedy,,28,7,0.25,1,0.0357,1,0.0357,0.6661,1046.82,16,9,0.5625
2080,,3598,Music,,20,7,0.35,1,0.05,1,0.05,0.7057,1204.55,7,7,1.0
2081,,2154,Gaming,,22,7,0.3182,2,0.0909,0,0.0,0.7602,1311.5,8,9,1.125
2082,,1679,Music,,25,7,0.28,2,0.08,3,0.12,0.7407,1115.04,12,13,1.0833
2083,,1866,Lifestyle,,24,3,0.125,1,0.0417,2,0.0833,0.8169,1162.38,15,5,0.3333
2084,,623,Sports,,23,8,0.3478,1,0.0435,1,0.0435,0.7976,943.39,12,5,0.4167
2085,,2989,News,,21,13,0.619,2,0.0952,2,0.0952,0.7366,1536.43,6,6,1.0
2086,,3098,Lifestyle,,22,10,0.4545,1,0.0455,1,0.0455,0.8277,1221.41,13,11,0.8462
2087,,2913,Tech,,23,12,0.5217,0,0.0,1,0.0435,0.7803,1002.35,10,10,1.0
2088,,2207,News,,22,9,0.4091,3,0.1364,0,0.0,0.6039,899.36,7,6,0.8571
2089,,2055,Gaming,,18,5,0.2778,2,0.1111,0,0.0,0.7428,1276.5,8,3,0.375
2090,,1021,Education,,27,8,0.2963,2,0.0741,0,0.0,0.943,1658.07,8,10,1.25
2091,,3508,Lifestyle,,19,5,0.2632,1,0.0526,0,0.0,0.7403,1108.32,5,8,1.6
2092,,117,News,,22,7,0.3182,0,0.0,0,0.0,0.7671,1339.05,7,10,1.4286
2093,,2071,Education,,24,8,0.3333,2,0.0833,2,0.0833,0.7678,1141.46,7,5,0.7143
2094,,2470,Comedy,,16,3,0.1875,1,0.0625,0,0.0,0.7682,1289.56,5,6,1.2
2095,,2551,Education,,25,10,0.4,6,0.24,1,0.04,0.8357,1416.76,12,10,0.8333
2096,,2618,Gaming,,21,8,0.381,1,0.0476,1,0.0476,0.6231,1257.52,8,8,1.0
2097,,2393,Lifestyle,,17,5,0.2941,3,0.1765,0,0.0,0.7606,7185.47,10,5,0.5
2098,,230,Lifestyle,,25,10,0.4,2,0.08,1,0.04,0.8358,1044.76,9,13,1.4444
2099,,316,News,,28,7,0.25,3,0.1071,1,0.0357,0.7747,1017.68,10,2,0.2
2100,,315,Gaming,,23,7,0.3043,3,0.1304,0,0.0,0.6283,811.96,7,5,0.7143
2101,,1606,Sports,,24,9,0.375,1,0.0417,0,0.0,0.9185,1527.79,8,6,0.75
2102,,2552,Gaming,,25,9,0.36,3,0.12,0,0.0,0.7241,1214.28,10,12,1.2
